Date,Open,High,Low,Close,Adj Close,Volume,Fast_MA,Slow_MA,Signal,Daily_Return,Strategy_Return,Cumulative_Strategy_Return
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,146.9884033203125,65447400,146.2134979248047,,0,-0.0033713168918532155,-0.0,1.0
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,145.81497192382812,68826400,146.6259979248047,,0,-0.00798317228381984,-0.0,1.0
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,142.1156463623047,64727200,146.82549819946288,,0,-0.025369986338581674,-0.0,1.0
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,140.15660095214844,69721100,146.8974983215332,,0,-0.013784907775671984,-0.0,1.0
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,141.85708618164062,62128300,147.28649826049804,,0,0.012132761639400691,0.0,1.0
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,141.3698272705078,76097000,147.05099868774414,,0,-0.0034349124103753015,-0.0,1.0
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,143.68685913085938,70462700,146.79049911499024,145.2777993774414,-1,0.01638999557563814,0.0,1.0
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,144.6614227294922,93886200,146.64999923706054,145.33819946289063,-1,0.006782446468835079,-0.006782446468835079,0.9932175535311649
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,142.4139862060547,82291200,146.30849990844726,145.28039947509765,-1,-0.015535811424151502,0.015535811424151502,1.0086479941459823
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,135.74127197265625,98931900,145.69400024414062,145.08239959716798,-1,-0.04685431463789913,0.04685431463789913,1.0559075046225839
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,133.76231384277344,160156900,144.88349990844728,144.86399963378906,-1,-0.014578794821714758,0.014578794821714758,1.0713013634831854
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,131.6342315673828,79592600,143.9375,144.709599609375,1,-0.01590959391154889,0.01590959391154889,1.0883453331330917
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,131.56463623046875,77432800,143.1520004272461,144.54719970703124,1,-0.0005287608069164396,-0.0005287608069164396,1.0877698587765405
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,134.6970977783203,85928000,142.41550064086914,144.4765997314453,1,0.023809477126406797,0.023809477126406797,1.1136690903478754
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,131.49501037597656,77852100,141.47350006103517,144.35439971923827,1,-0.02377261936693542,-0.02377261936693542,1.0871942589623143
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,131.12704467773438,63814900,140.66100006103517,144.13179962158202,1,-0.0027981178941416385,-0.0027981178941416385,1.0841521612519038
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,129.3072509765625,69007800,139.95149993896484,143.9647994995117,1,-0.01387836965405731,-0.01387836965405731,1.0691058967968048
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,125.33941650390625,85438400,139.19500007629395,143.63739944458007,1,-0.03068521034551308,-0.03068521034551308,1.0363001574719664
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,128.8895721435547,75703700,138.27400016784668,143.3545994567871,1,0.02832433885189234,0.02832433885189234,1.0656526742844716
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,129.20779418945312,77034200,137.35499992370606,143.0759992980957,1,0.00246888406699175,0.00246888406699175,1.0682836471929598
